ProductID,party_code,party_name,SKU,Name,STOCK,Price,com_disc_amt,net_retail,hdept_code,Parent,hitem_code,Child
59442,3216,OPAL DISTRIBOTORS DIPIT,788821000000.0,DIPITT GARLIC MAYO GARLICKY400ML,1.0,475.0,0.0,475.0,1.0,Groceries,104,"Cheese,Spread&Mayo"
76313,3216,OPAL DISTRIBOTORS DIPIT,788821000000.0,DIPITT PERI PERI GARLIC SAUCE 300ML,4.0,445.0,0.0,445.0,1.0,Groceries,104,"Cheese,Spread&Mayo"
76314,3216,OPAL DISTRIBOTORS DIPIT,788821000000.0,DIPITT PERI PERI LEMON&HERB SAUCE 300ML,3.0,445.0,0.0,445.0,1.0,Groceries,104,"Cheese,Spread&Mayo"
59441,3216,OPAL DISTRIBOTORS DIPIT,788821000000.0,DIPITT SPICY MAYO SMOKEY&CREAMY400ML,2.0,475.0,0.0,475.0,1.0,Groceries,104,"Cheese,Spread&Mayo"
76002,3216,OPAL DISTRIBOTORS DIPIT,788821000000.0,DIPITT THOUSAND ISLAND CREAMY DREASING 400GM,3.0,425.0,0.0,425.0,1.0,Groceries,104,"Cheese,Spread&Mayo"
61416,3216,OPAL DISTRIBOTORS DIPIT,788821000000.0,DIPIT WORCESTERSHIRE SAUCE 300ML,1.0,360.0,0.0,360.0,1.0,Groceries,108,"Ketchup,Sauce"
77489,3216,OPAL DISTRIBOTORS DIPIT,788821000000.0,DIPITT BBQ DIP 300GM,0.0,495.0,0.0,495.0,1.0,Groceries,108,"Ketchup,Sauce"
45531,3216,OPAL DISTRIBOTORS DIPIT,788821000000.0,DIPITT BUFFALO HOT SAUCE 60ML,-32.0,199.0,0.0,199.0,1.0,Groceries,108,"Ketchup,Sauce"
59990,3216,OPAL DISTRIBOTORS DIPIT,788821000000.0,DIPITT CHILLI GARLIC SAUCE 900GM,2.0,415.0,0.0,415.0,1.0,Groceries,108,"Ketchup,Sauce"
55881,3216,OPAL DISTRIBOTORS DIPIT,788821000000.0,DIPITT CHILLI SAUCE 290GM,3.0,195.0,0.0,195.0,1.0,Groceries,108,"Ketchup,Sauce"
56408,3216,OPAL DISTRIBOTORS DIPIT,788821000000.0,DIPITT CHIPOTLE SAUCE HOT SMOKE 290ML,6.0,470.0,0.0,470.0,1.0,Groceries,108,"Ketchup,Sauce"
55880,3216,OPAL DISTRIBOTORS DIPIT,788821000000.0,DIPITT DUFFALO SAUCE 300GM,2.0,425.0,0.0,425.0,1.0,Groceries,108,"Ketchup,Sauce"
55147,3216,OPAL DISTRIBOTORS DIPIT,788821000000.0,DIPITT HABANERO KETCHUP 310ML,1.0,360.0,0.0,360.0,1.0,Groceries,108,"Ketchup,Sauce"
56409,3216,OPAL DISTRIBOTORS DIPIT,788821000000.0,DIPITT HONEY MUSTARD TONGY SWEETNESS 290ML,3.0,575.0,0.0,575.0,1.0,Groceries,108,"Ketchup,Sauce"
55144,3216,OPAL DISTRIBOTORS DIPIT,788821000000.0,DIPITT HOT SAUCE 300ML,1.0,375.0,0.0,375.0,1.0,Groceries,108,"Ketchup,Sauce"
67543,3216,OPAL DISTRIBOTORS DIPIT,788821000000.0,DIPITT JALAPENO SALSA 300GM,4.0,560.0,0.0,560.0,1.0,Groceries,108,"Ketchup,Sauce"
55882,3216,OPAL DISTRIBOTORS DIPIT,788821000000.0,DIPITT MANGO HABANERO SAUCE 300GM,2.0,345.0,0.0,345.0,1.0,Groceries,108,"Ketchup,Sauce"
55146,3216,OPAL DISTRIBOTORS DIPIT,788821000000.0,DIPITT OYSTER SAUCE 300ML,5.0,475.0,0.0,475.0,1.0,Groceries,108,"Ketchup,Sauce"
56410,3216,OPAL DISTRIBOTORS DIPIT,788821000000.0,DIPITT PASTA SAUCE TAMATO AND BASIL 290ML,3.0,360.0,0.0,360.0,1.0,Groceries,108,"Ketchup,Sauce"
59631,3216,OPAL DISTRIBOTORS DIPIT,788821000000.0,DIPITT PERI PERI HOT FLAMING 290ML,3.0,460.0,0.0,460.0,1.0,Groceries,108,"Ketchup,Sauce"
59629,3216,OPAL DISTRIBOTORS DIPIT,788821000000.0,DIPITT PERI PERI MEDIUM 290ML,4.0,460.0,0.0,460.0,1.0,Groceries,108,"Ketchup,Sauce"
59630,3216,OPAL DISTRIBOTORS DIPIT,788821000000.0,DIPITT PERI PERI MILD LEMONY290ML,3.0,460.0,0.0,460.0,1.0,Groceries,108,"Ketchup,Sauce"
67542,3216,OPAL DISTRIBOTORS DIPIT,788821000000.0,DIPITT SALSA 300GM,1.0,499.0,0.0,499.0,1.0,Groceries,108,"Ketchup,Sauce"
60228,3216,OPAL DISTRIBOTORS DIPIT,788821000000.0,DIPITT SMOKEY BBQ SAUCE 400GM,3.0,425.0,0.0,425.0,1.0,Groceries,108,"Ketchup,Sauce"
45532,3216,OPAL DISTRIBOTORS DIPIT,788821000000.0,DIPITT SOY SAUCE 310ML,0.0,395.0,0.0,395.0,1.0,Groceries,108,"Ketchup,Sauce"
61997,3216,OPAL DISTRIBOTORS DIPIT,788821000000.0,DIPITT SRIRACHA 510ML,6.0,499.0,0.0,499.0,1.0,Groceries,108,"Ketchup,Sauce"
77488,3216,OPAL DISTRIBOTORS DIPIT,788821000000.0,DIPITT SRIRACHA DIP 300GM,0.0,495.0,0.0,495.0,1.0,Groceries,108,"Ketchup,Sauce"
55145,3216,OPAL DISTRIBOTORS DIPIT,788821000000.0,DIPITT SWEET THAI CHILLI SAUCE 300ML,3.0,365.0,0.0,365.0,1.0,Groceries,108,"Ketchup,Sauce"
57949,3216,OPAL DISTRIBOTORS DIPIT,788821000000.0,DIPITT THOUSAND ISLAND 290ML,5.0,390.0,0.0,390.0,1.0,Groceries,108,"Ketchup,Sauce"
59989,3216,OPAL DISTRIBOTORS DIPIT,788821000000.0,DIPITT TOMATO KETCHUP 900GM,0.0,415.0,0.0,415.0,1.0,Groceries,108,"Ketchup,Sauce"
67544,3216,OPAL DISTRIBOTORS DIPIT,788821000000.0,DIPITT TOMATO KETCHUP NO SUGAR ADDED300GM,6.0,300.0,0.0,300.0,1.0,Groceries,108,"Ketchup,Sauce"
45156,3216,OPAL DISTRIBOTORS DIPIT,788821000000.0,SHAN DIPITT BUFFALO HOT SAUCE SUPER HOT300GM,1.0,425.0,0.0,425.0,1.0,Groceries,108,"Ketchup,Sauce"
44611,3216,OPAL DISTRIBOTORS DIPIT,788821000000.0,SHAN DIPITT CHILLI GARLIC SAUCE 310GM,-2.0,260.0,0.0,260.0,1.0,Groceries,108,"Ketchup,Sauce"
47850,3216,OPAL DISTRIBOTORS DIPIT,788821000000.0,SHAN DIPITT PIZZA SAUCE 300GM,2.0,365.0,0.0,365.0,1.0,Groceries,108,"Ketchup,Sauce"
45157,3216,OPAL DISTRIBOTORS DIPIT,788821000000.0,SHAN DIPITT SMOKEY BBQ SAUCE 300GM,1.0,365.0,0.0,365.0,1.0,Groceries,108,"Ketchup,Sauce"
44610,3216,OPAL DISTRIBOTORS DIPIT,788821000000.0,SHAN DIPITT TOMATO KETCHUP 300GM,1.0,260.0,0.0,260.0,1.0,Groceries,108,"Ketchup,Sauce"
22320,3216,OPAL DISTRIBOTORS DIPIT,8964000000000.0,BRASS POLISH 100ML,3.0,280.0,0.0,280.0,6.0,Household,615,Household Products
15914,1206,OPAL DISTRIBURORS (PVT)LTDKIWI,8961010000000.0,KIWI SHOE POLISH BLACK 50ML,60.0,53.0,0.0,53.0,5.0,Cosmetics & Health & Beauty,511,Assesories
16088,1206,OPAL DISTRIBURORS (PVT)LTDKIWI,8961010000000.0,KIWI WHITE CLEANER LIQUID 100ML,13.0,70.0,0.0,70.0,5.0,Cosmetics & Health & Beauty,511,Assesories
16089,1206,OPAL DISTRIBURORS (PVT)LTDKIWI,8961010000000.0,KIWI WHITE CLEANER LIQUID 50ML,-10.0,40.0,0.0,40.0,5.0,Cosmetics & Health & Beauty,511,Assesories
16078,1206,OPAL DISTRIBURORS (PVT)LTDKIWI,8961010000000.0,REVIVE-ALL AUTO SHIN 250ML,0.0,155.0,0.0,155.0,5.0,Cosmetics & Health & Beauty,511,Assesories
18603,1206,OPAL DISTRIBURORS (PVT)LTDKIWI,8964000000000.0,BLACK CAT PERFUMED TALC POWDER 70GM,28.0,250.0,0.0,250.0,5.0,Cosmetics & Health & Beauty,521,Powder
46135,1206,OPAL DISTRIBURORS (PVT)LTDKIWI,788821000000.0,DIPITT TOBASCO SAUCE AGED PEPPERS 60ML,5.0,199.0,0.0,199.0,1.0,Groceries,108,"Ketchup,Sauce"
15897,1206,OPAL DISTRIBURORS (PVT)LTDKIWI,8961010000000.0,BRASS POLISH 200ML,0.0,190.0,0.0,190.0,6.0,Household,602,Assesories
15898,1206,OPAL DISTRIBURORS (PVT)LTDKIWI,8961010000000.0,BRASS POLISH 70ML,0.0,95.0,0.0,95.0,6.0,Household,602,Assesories
15896,1206,OPAL DISTRIBURORS (PVT)LTDKIWI,8961010000000.0,KIWI AUTO SHINE TIN,6.0,725.0,0.0,725.0,6.0,Household,602,Assesories
15899,1206,OPAL DISTRIBURORS (PVT)LTDKIWI,8961010000000.0,KIWI KWIK SHINE LIQUID 75ML,0.0,98.0,0.0,98.0,6.0,Household,602,Assesories
4686,1206,OPAL DISTRIBURORS (PVT)LTDKIWI,56215.0,KIWI LEATHER SHOE CREAM 50ML,6.0,65.0,0.0,65.0,6.0,Household,602,Assesories
16087,1206,OPAL DISTRIBURORS (PVT)LTDKIWI,8961010000000.0,KIWI LEATHER SHOE CREAM BLACK 50ML,1.0,60.0,0.0,60.0,6.0,Household,602,Assesories
16085,1206,OPAL DISTRIBURORS (PVT)LTDKIWI,8961010000000.0,KIWI LEATHER SHOE CREAM DARK TAN 50ML,-7.0,85.0,0.0,85.0,6.0,Household,602,Assesories
592,1206,OPAL DISTRIBURORS (PVT)LTDKIWI,1610.0,KIWI REVIVE ALL ORIGINAL BEAUTY 250ML,0.0,150.0,0.0,150.0,6.0,Household,602,Assesories
15916,1206,OPAL DISTRIBURORS (PVT)LTDKIWI,8961010000000.0,KIWI SHOE POLISHBLACK 20ML,71.0,35.0,0.0,35.0,6.0,Household,602,Assesories
4738,1206,OPAL DISTRIBURORS (PVT)LTDKIWI,60248.0,KIWI WHITE POLISH 50ML,0.0,38.0,0.0,38.0,6.0,Household,602,Assesories
18598,1206,OPAL DISTRIBURORS (PVT)LTDKIWI,8964000000000.0,KIWI KLEEN BLEACH 500ML,3.0,165.0,,165.0,6.0,Household,608,Bleach
37883,1206,OPAL DISTRIBURORS (PVT)LTDKIWI,8964000000000.0,REVIVEALL PROTECTS & REVIVES 250ML,8.0,640.0,0.0,640.0,6.0,Household,634,CAR ASSESORIES
15901,1206,OPAL DISTRIBURORS (PVT)LTDKIWI,8961010000000.0,GLINT GLASS & HOUSEHOLD CLEANER 500ML,2.0,150.0,0.0,150.0,6.0,Household,607,"Cleaner,Sweeps"
42483,1206,OPAL DISTRIBURORS (PVT)LTDKIWI,8964000000000.0,GLINT GLASS CLEANER 500MLX2 TWIN PACK,9.0,1300.0,0.0,1300.0,6.0,Household,607,"Cleaner,Sweeps"
18599,1206,OPAL DISTRIBURORS (PVT)LTDKIWI,8964000000000.0,GLINT GLASS HOUSEHOLD CLEANER 500ML,3.0,700.0,0.0,700.0,6.0,Household,607,"Cleaner,Sweeps"
25216,1206,OPAL DISTRIBURORS (PVT)LTDKIWI,8964000000000.0,KIWI BLEACH  500MLFREE RABIT LIQ BLUE,1.0,120.0,,120.0,6.0,Household,607,"Cleaner,Sweeps"
4808,1206,OPAL DISTRIBURORS (PVT)LTDKIWI,60710.0,KIWI DRANEX DRAIN CLEANER 375G,44.0,595.0,0.0,595.0,6.0,Household,607,"Cleaner,Sweeps"
15904,1206,OPAL DISTRIBURORS (PVT)LTDKIWI,8961010000000.0,KIWI KIEEN TOILET CLEANER 500ML,2.0,99.0,0.0,99.0,6.0,Household,607,"Cleaner,Sweeps"
28525,1206,OPAL DISTRIBURORS (PVT)LTDKIWI,8964000000000.0,KIWI KLEEN BLEACH 500ML FREE RABBIT,0.0,120.0,,120.0,6.0,Household,607,"Cleaner,Sweeps"
4809,1206,OPAL DISTRIBURORS (PVT)LTDKIWI,60712.0,KIWI KLEEN FLOOR 500ML,2.0,130.0,0.0,130.0,6.0,Household,607,"Cleaner,Sweeps"
23156,1206,OPAL DISTRIBURORS (PVT)LTDKIWI,8964000000000.0,KIWI KLEEN REMOVER TOILET CLEANER500ML,0.0,130.0,,130.0,6.0,Household,607,"Cleaner,Sweeps"
