ProductID,party_code,party_name,SKU,Name,STOCK,Price,com_disc_amt,net_retail,hdept_code,Parent,hitem_code,Child
16950,1231,LAHORE TRADERS,8961100000000.0,HILAL SHORT CUT STRAWBERRY BITES,0.0,5.0,0.0,5.0,2.0,Confectionary,201,Chocolate
16932,1231,LAHORE TRADERS,8961100000000.0,MILKER BAR BAR CHOCOLATE,212.0,3.0,0.0,3.0,2.0,Confectionary,201,Chocolate
16983,1231,LAHORE TRADERS,8961100000000.0,HILAL AMROOD CHAAT CANDY BOX 70PCS,0.0,68.0,0.0,68.0,2.0,Confectionary,202,Sweets
16984,1231,LAHORE TRADERS,8961100000000.0,HILAL ORANGE CANDY 70PCS,0.0,68.0,0.0,68.0,2.0,Confectionary,202,Sweets
16938,1231,LAHORE TRADERS,8961100000000.0,HILAL KAKE CHOCOLATE CREAM,47.0,5.0,0.0,5.0,1.0,Groceries,127,"Bread, BUTTER"
16992,1231,LAHORE TRADERS,8961100000000.0,HILAL JUMBO KAKE VANILLA CREAM,0.0,10.0,0.0,10.0,1.0,Groceries,130,"Caks,Rolls"
42591,1231,LAHORE TRADERS,4264.0,TIGER SEWING THREAD FOR BLANKET,-3.0,20.0,,20.0,6.0,Household,615,Household Products
12987,1231,LAHORE TRADERS,6950130000000.0,DUX CORRECTION PEN 006,2.0,60.0,0.0,60.0,6.0,Household,620,Stationary
75675,1231,LAHORE TRADERS,75332.0,THREE FLOWER DRAWING PIN,15.0,30.0,0.0,30.0,10.0,Stationery,803,PAPER SHEET CHART GRAPH PAPER
75671,1231,LAHORE TRADERS,6931100000000.0,DUX CORRECTION PEN NO127,0.0,60.0,0.0,60.0,10.0,Stationery,800,PEN PENCIL MARKER BALL PEN
75674,1231,LAHORE TRADERS,6928010000000.0,GRASH PUSH PINS 40PCS,14.0,130.0,0.0,130.0,10.0,Stationery,800,PEN PENCIL MARKER BALL PEN
75672,1231,LAHORE TRADERS,6972570000000.0,SHARK COLOUR PENCILS 12COLOUR,0.0,260.0,0.0,260.0,10.0,Stationery,800,PEN PENCIL MARKER BALL PEN
75673,1231,LAHORE TRADERS,6972570000000.0,SHARK COLOUR PENCILS 12COLOUR H,0.0,130.0,0.0,130.0,10.0,Stationery,800,PEN PENCIL MARKER BALL PEN
29191,2017,LAHORE TRADERS NESTLE CHUNG,8961010000000.0,NESTLE FRUITA VITALS APPLE 200ML,55.0,30.0,,30.0,12.0,Drinks,903,Juices Tetra pack
