ProductID,party_code,party_name,SKU,Name,STOCK,Price,com_disc_amt,net_retail,hdept_code,Parent,hitem_code,Child
19227,1010,NUR ENTERPRISES ( RACKET&BANKERZ),9556110000000.0,DETTOL HAND WASH SKINCARE REFILL 150ML,0.0,90.0,0.0,90.0,5.0,Cosmetics & Health & Beauty,518,Liquide Soap &shower Gel
11163,1010,NUR ENTERPRISES ( RACKET&BANKERZ),6001110000000.0,DETTOL HERBAL SOAP 70G,0.0,30.0,0.0,30.0,5.0,Cosmetics & Health & Beauty,518,Liquide Soap &shower Gel
11088,1010,NUR ENTERPRISES ( RACKET&BANKERZ),6001110000000.0,DETTOL ORIGINAL HAND SOAP 250ML,13.0,550.0,0.0,550.0,5.0,Cosmetics & Health & Beauty,518,Liquide Soap &shower Gel
2615,1010,NUR ENTERPRISES ( RACKET&BANKERZ),5953.0,DETTOL ORIGNAL HAND WASH 150ML,0.0,99.0,0.0,99.0,5.0,Cosmetics & Health & Beauty,518,Liquide Soap &shower Gel
11090,1010,NUR ENTERPRISES ( RACKET&BANKERZ),6001110000000.0,DETTOL SKIN CARE HAND SOAP 150ML,-3.0,295.0,0.0,295.0,5.0,Cosmetics & Health & Beauty,518,Liquide Soap &shower Gel
11089,1010,NUR ENTERPRISES ( RACKET&BANKERZ),6001110000000.0,DETTOL SKIN CARE HAND SOAP 250ML,2.0,450.0,0.0,450.0,5.0,Cosmetics & Health & Beauty,518,Liquide Soap &shower Gel
37271,1010,NUR ENTERPRISES ( RACKET&BANKERZ),8961100000000.0,VEET HAIR REMOVAL LOTION SILK& FRESH 120GM,19.0,675.0,0.0,675.0,5.0,Cosmetics & Health & Beauty,515,Nail Remover
362,1010,NUR ENTERPRISES ( RACKET&BANKERZ),1188.0,DETTOL MULTI PURPOSE CLEANER 500 ML,19.0,145.0,0.0,145.0,5.0,Cosmetics & Health & Beauty,520,Perfume
11073,1010,NUR ENTERPRISES ( RACKET&BANKERZ),6001110000000.0,VEET SUPER ESSENCE 25GM,0.0,70.0,0.0,70.0,5.0,Cosmetics & Health & Beauty,517,"Shaving Brush, Cream+foam gel"
11074,1010,NUR ENTERPRISES ( RACKET&BANKERZ),6001110000000.0,VEET SUPER ESSENCE 50GM,0.0,145.0,0.0,145.0,5.0,Cosmetics & Health & Beauty,517,"Shaving Brush, Cream+foam gel"
52405,1010,NUR ENTERPRISES ( RACKET&BANKERZ),8961100000000.0,BLUE BAND MARGARINE SPREAD 200GM,1.0,240.0,0.0,240.0,1.0,Groceries,127,"Bread, BUTTER"
50017,1010,NUR ENTERPRISES ( RACKET&BANKERZ),8961100000000.0,BLUE BAND MARGARINE SPREAD 500GM,0.0,600.0,0.0,600.0,1.0,Groceries,127,"Bread, BUTTER"
78215,1010,NUR ENTERPRISES ( RACKET&BANKERZ),5052200000000.0,MORTEIN LIQUID REFILL FRAGRANT 3IN160NIGHT,29.0,1460.0,0.0,1460.0,1.0,Groceries,116,Dry Fruits
78216,1010,NUR ENTERPRISES ( RACKET&BANKERZ),5052200000000.0,MORTEIN LIQUID REFILL ODDURLESS 3IN160NIGHT,16.0,1460.0,0.0,1460.0,1.0,Groceries,116,Dry Fruits
11081,1010,NUR ENTERPRISES ( RACKET&BANKERZ),6001110000000.0,STREPSIL  COMFORT COOL SENSATION,1.0,20.0,0.0,20.0,1.0,Groceries,116,Dry Fruits
11082,1010,NUR ENTERPRISES ( RACKET&BANKERZ),6001110000000.0,STREPSILS COMFORT SOOTHING HONEY &LEMON,6.0,20.0,0.0,20.0,1.0,Groceries,116,Dry Fruits
34468,1010,NUR ENTERPRISES ( RACKET&BANKERZ),8961100000000.0,DETTOL GOLD SOAP CLASSIC CLEAN2*97GM,3.0,100.0,0.0,100.0,1.0,Groceries,136,OLIVES
34467,1010,NUR ENTERPRISES ( RACKET&BANKERZ),8961100000000.0,DETTOL GOLD SOAP DAILY CLEAN 2*97GM,1.0,100.0,0.0,100.0,1.0,Groceries,136,OLIVES
34469,1010,NUR ENTERPRISES ( RACKET&BANKERZ),8961100000000.0,DETTOL SOAP DEEP CLEANSE 3*95GM,2.0,140.0,0.0,140.0,1.0,Groceries,136,OLIVES
44086,1010,NUR ENTERPRISES ( RACKET&BANKERZ),8961100000000.0,MORTEIN FIK 600ML ECONOMY PACK SAVE RS200,24.0,1050.0,,1050.0,1.0,Groceries,110,Packed Spices
42126,1010,NUR ENTERPRISES ( RACKET&BANKERZ),8961100000000.0,AIR WICK  FRESHMATIC MAX REFILL AQUA MARINE 250ML,12.0,425.0,,425.0,6.0,Household,609,AirFreshnar
29445,1010,NUR ENTERPRISES ( RACKET&BANKERZ),3059940000000.0,AIR WICK AIR FRESHENIR 250ML,-14.0,445.0,0.0,445.0,6.0,Household,609,AirFreshnar
9946,1010,NUR ENTERPRISES ( RACKET&BANKERZ),5000150000000.0,AIR WICK AIR FRESHNER WHITE FLOWERS 300M,0.0,299.0,0.0,299.0,6.0,Household,609,AirFreshnar
9950,1010,NUR ENTERPRISES ( RACKET&BANKERZ),5000150000000.0,AIR WICK AIRFRESHNER JASMINE 300ML,1.0,395.0,0.0,395.0,6.0,Household,609,AirFreshnar
9948,1010,NUR ENTERPRISES ( RACKET&BANKERZ),5000150000000.0,AIR WICK AIRFRESHNER LEVENDER 300ML,2.0,799.0,0.0,799.0,6.0,Household,609,AirFreshnar
40616,1010,NUR ENTERPRISES ( RACKET&BANKERZ),6295120000000.0,AIR WICK ESSENTIAL OILS LAVENDER&CAMO ROSE 250ML,1.0,1550.0,0.0,1550.0,6.0,Household,609,AirFreshnar
40615,1010,NUR ENTERPRISES ( RACKET&BANKERZ),6295120000000.0,AIR WICK ESSENTIAL OILS MIDNIGHT ROSE 250ML,0.0,1550.0,0.0,1550.0,6.0,Household,609,AirFreshnar
43573,1010,NUR ENTERPRISES ( RACKET&BANKERZ),6295120000000.0,AIR WICK FRESHMATIC MAX REFILL FRUITCOCKTAIL250ML,0.0,599.0,,599.0,6.0,Household,609,AirFreshnar
56677,1010,NUR ENTERPRISES ( RACKET&BANKERZ),6001110000000.0,AIR WICK FRESHMATIC MAX REFILL MAGNOLIA&CHERRY250ML,0.0,875.0,0.0,875.0,6.0,Household,609,AirFreshnar
56676,1010,NUR ENTERPRISES ( RACKET&BANKERZ),6001110000000.0,AIR WICK LIFE SECNTS SUMMER DELIGHTS A/F REFILL250,-1.0,875.0,,875.0,6.0,Household,609,AirFreshnar
58606,1010,NUR ENTERPRISES ( RACKET&BANKERZ),8961100000000.0,DETTOL FRESH ODOUR PROTECTION 130GM,22.0,165.0,0.0,165.0,6.0,Household,609,AirFreshnar
58605,1010,NUR ENTERPRISES ( RACKET&BANKERZ),8961100000000.0,DETTOL ORIGINAL SOAP3X80GM,69.0,370.0,0.0,370.0,6.0,Household,609,AirFreshnar
58604,1010,NUR ENTERPRISES ( RACKET&BANKERZ),8961100000000.0,DETTOL SOOTHE SOAP 3X85GM,28.0,400.0,0.0,400.0,6.0,Household,609,AirFreshnar
52435,1010,NUR ENTERPRISES ( RACKET&BANKERZ),9300700000000.0,HARPIC HYGENIG TOILET BLOCK CITRUS&TEA TREE,1.0,449.0,0.0,449.0,6.0,Household,609,AirFreshnar
52436,1010,NUR ENTERPRISES ( RACKET&BANKERZ),9300700000000.0,HARPIC HYGENIG TOILET BLOCK ESSENTIAL OIL&PIN& ROS,0.0,449.0,0.0,449.0,6.0,Household,609,AirFreshnar
11156,1010,NUR ENTERPRISES ( RACKET&BANKERZ),6001110000000.0,CHERRY BLOSSOM SHOE POLISH 42ML,36.0,470.0,0.0,470.0,6.0,Household,602,Assesories
11155,1010,NUR ENTERPRISES ( RACKET&BANKERZ),6001110000000.0,CHERRY BLOSSOM SHOE POLISH 42ML,76.0,580.0,0.0,580.0,6.0,Household,602,Assesories
11154,1010,NUR ENTERPRISES ( RACKET&BANKERZ),6001110000000.0,CHERRY BLOSSOM SHOE POLISH DARK TEN20ML,58.0,290.0,0.0,290.0,6.0,Household,602,Assesories
11086,1010,NUR ENTERPRISES ( RACKET&BANKERZ),6001110000000.0,DETTOL MULTI PURPOSE CLEANER 1LTR RED,88.0,1600.0,0.0,1600.0,6.0,Household,602,Assesories
11026,1010,NUR ENTERPRISES ( RACKET&BANKERZ),6001110000000.0,MORTEIN ULTRA RAPIDE AIK SPRAY 400ML,0.0,275.0,0.0,275.0,6.0,Household,602,Assesories
11069,1010,NUR ENTERPRISES ( RACKET&BANKERZ),6001110000000.0,MORTIEN NATURE GUARD COIL,0.0,110.0,0.0,110.0,6.0,Household,602,Assesories
11067,1010,NUR ENTERPRISES ( RACKET&BANKERZ),6001110000000.0,MORTIEN NATURE GUARD KILLER 400ML,-18.0,410.0,0.0,410.0,6.0,Household,602,Assesories
11068,1010,NUR ENTERPRISES ( RACKET&BANKERZ),6001110000000.0,MORTIEN NATURE GUARD KILLER REFIL,-13.0,195.0,0.0,195.0,6.0,Household,602,Assesories
11075,1010,NUR ENTERPRISES ( RACKET&BANKERZ),6001110000000.0,MORTIEN NATURE GUARD KILLER REPLLENT,5.0,120.0,0.0,120.0,6.0,Household,602,Assesories
11152,1010,NUR ENTERPRISES ( RACKET&BANKERZ),6001110000000.0,ROBIN BLUE LIQUID 150ML,115.0,550.0,0.0,550.0,6.0,Household,602,Assesories
11151,1010,NUR ENTERPRISES ( RACKET&BANKERZ),6001110000000.0,ROBIN BLUE LIQUID 75ML,95.0,275.0,0.0,275.0,6.0,Household,602,Assesories
11148,1010,NUR ENTERPRISES ( RACKET&BANKERZ),6001110000000.0,ROBIN BLUE TIN PACK 225G,1.0,275.0,0.0,275.0,6.0,Household,602,Assesories
43575,1010,NUR ENTERPRISES ( RACKET&BANKERZ),8961100000000.0,HARPIC POWER PLUS ORIGINA MEGA DISCOUNT 250ML FREE,77.0,810.0,0.0,810.0,6.0,Household,608,Bleach
60768,1010,NUR ENTERPRISES ( RACKET&BANKERZ),8964000000000.0,ROBIN BLEACH FLORAL MULTI PURPOSE CLEANER1L,2.0,1175.0,0.0,1175.0,6.0,Household,608,Bleach
11066,1010,NUR ENTERPRISES ( RACKET&BANKERZ),6001110000000.0,ROBIN BLEACH LEMON FRAGRANCE 500ML,26.0,600.0,0.0,600.0,6.0,Household,608,Bleach
11162,1010,NUR ENTERPRISES ( RACKET&BANKERZ),6001110000000.0,ROBIN BLEAH 1LTR,-1.0,1175.0,0.0,1175.0,6.0,Household,608,Bleach
11165,1010,NUR ENTERPRISES ( RACKET&BANKERZ),6001110000000.0,ROBIN BLEAH 500ML,51.0,650.0,0.0,650.0,6.0,Household,608,Bleach
43576,1010,NUR ENTERPRISES ( RACKET&BANKERZ),6001110000000.0,VANISH OXIACTION FABRIC STAIN REMOVER450GM,-2.0,855.0,0.0,855.0,6.0,Household,608,Bleach
58090,1010,NUR ENTERPRISES ( RACKET&BANKERZ),8961100000000.0,DETTOL ANTIBACTERIAL POWER CITRUS 3L,12.0,3850.0,0.0,3850.0,6.0,Household,607,"Cleaner,Sweeps"
61394,1010,NUR ENTERPRISES ( RACKET&BANKERZ),8961100000000.0,DETTOL ANTIBACTERIAL POWER FLOOR CLEANSER CITRUS M,0.0,2050.0,0.0,2050.0,6.0,Household,607,"Cleaner,Sweeps"
58089,1010,NUR ENTERPRISES ( RACKET&BANKERZ),8961100000000.0,DETTOL ANTIBACTERIAL POWER FLORAL 3L,10.0,3850.0,0.0,3850.0,6.0,Household,607,"Cleaner,Sweeps"
68534,1010,NUR ENTERPRISES ( RACKET&BANKERZ),8961100000000.0,DETTOL FLOOR CLEANER 1LX1L FLORAL,17.0,2650.0,0.0,2650.0,6.0,Household,607,"Cleaner,Sweeps"
77477,1010,NUR ENTERPRISES ( RACKET&BANKERZ),8961100000000.0,DETTOL FLOOR CLEANER CITRUS1L 1+1 CP,10.0,2650.0,0.0,2650.0,6.0,Household,607,"Cleaner,Sweeps"
43439,1010,NUR ENTERPRISES ( RACKET&BANKERZ),6295120000000.0,DETTOL HEALTHY HOME LEMON 500ML,-1.0,350.0,,350.0,6.0,Household,607,"Cleaner,Sweeps"
48593,1010,NUR ENTERPRISES ( RACKET&BANKERZ),8961100000000.0,DETTOL MPC 2X1L +FREE K/C 500ML,1.0,1040.0,,1040.0,6.0,Household,607,"Cleaner,Sweeps"
39797,1010,NUR ENTERPRISES ( RACKET&BANKERZ),8961100000000.0,DETTOL MULTI SURFACE CLEANER 2X500ML,8.0,415.0,,415.0,6.0,Household,607,"Cleaner,Sweeps"
44769,1010,NUR ENTERPRISES ( RACKET&BANKERZ),8961100000000.0,DETTOL MULTI SURFACE CLEANER 500ML BUY GET1 FREE,-1.0,245.0,,245.0,6.0,Household,607,"Cleaner,Sweeps"
42687,1010,NUR ENTERPRISES ( RACKET&BANKERZ),8961100000000.0,DETTOL MULTI SURFACE CLEANER AQUA 1.8ML,16.0,2500.0,0.0,2500.0,6.0,Household,607,"Cleaner,Sweeps"
44771,1010,NUR ENTERPRISES ( RACKET&BANKERZ),8961100000000.0,DETTOL MULTI SURFACE CLEANER AQUA 500ML BUY1GET1FR,2.0,245.0,,245.0,6.0,Household,607,"Cleaner,Sweeps"
40475,1010,NUR ENTERPRISES ( RACKET&BANKERZ),8961100000000.0,DETTOL MULTI SURFACE CLEANER BUY1GET1FREE ROSE,0.0,495.0,,495.0,6.0,Household,607,"Cleaner,Sweeps"
42689,1010,NUR ENTERPRISES ( RACKET&BANKERZ),8961100000000.0,DETTOL MULTI SURFACE CLEANER FLORAL1.8ML,-5.0,2500.0,0.0,2500.0,6.0,Household,607,"Cleaner,Sweeps"
42688,1010,NUR ENTERPRISES ( RACKET&BANKERZ),8961100000000.0,DETTOL MULTI SURFACE CLEANER LEMON 1.8ML,17.0,2500.0,0.0,2500.0,6.0,Household,607,"Cleaner,Sweeps"
40301,1010,NUR ENTERPRISES ( RACKET&BANKERZ),8961100000000.0,DETTOL MULTI SURFACE CLEANER OUD 1L,-8.0,1175.0,0.0,1175.0,6.0,Household,607,"Cleaner,Sweeps"
31674,1010,NUR ENTERPRISES ( RACKET&BANKERZ),8961100000000.0,DETTOL MULTI SURFACE CLEANER ROSE 1L,2.0,1175.0,0.0,1175.0,6.0,Household,607,"Cleaner,Sweeps"
31673,1010,NUR ENTERPRISES ( RACKET&BANKERZ),8961100000000.0,DETTOL MULTI SURFACE CLEANER ROSE 500ML,19.0,495.0,0.0,495.0,6.0,Household,607,"Cleaner,Sweeps"
44099,1010,NUR ENTERPRISES ( RACKET&BANKERZ),8961100000000.0,DETTOL MULTISURFACE CLEANER BUY1GET1FREE OUD 1L,-4.0,495.0,,495.0,6.0,Household,607,"Cleaner,Sweeps"
43440,1010,NUR ENTERPRISES ( RACKET&BANKERZ),8901400000000.0,DETTOL ORIGINAL LIQUI DHANDWASH 750ML,1.0,540.0,,540.0,6.0,Household,607,"Cleaner,Sweeps"
43441,1010,NUR ENTERPRISES ( RACKET&BANKERZ),8901400000000.0,DETTOL SKINCARE HANDWASH 750ML,0.0,540.0,,540.0,6.0,Household,607,"Cleaner,Sweeps"
24747,1010,NUR ENTERPRISES ( RACKET&BANKERZ),8964000000000.0,DETTOL SURFACE CLEANER AQUA 1LITER,-18.0,1600.0,0.0,1600.0,6.0,Household,607,"Cleaner,Sweeps"
24641,1010,NUR ENTERPRISES ( RACKET&BANKERZ),8964000000000.0,DETTOL SURFACE CLEANER AQUA 500ML,25.0,825.0,0.0,825.0,6.0,Household,607,"Cleaner,Sweeps"
30251,1010,NUR ENTERPRISES ( RACKET&BANKERZ),6001110000000.0,DETTOL SURFACE CLEANER BUY1GET1FREE LAV1,34.0,515.0,0.0,515.0,6.0,Household,607,"Cleaner,Sweeps"
28364,1010,NUR ENTERPRISES ( RACKET&BANKERZ),6001110000000.0,DETTOL SURFACE CLEANER LEMON 1L GET1 200ML FREE,121.0,515.0,0.0,515.0,6.0,Household,607,"Cleaner,Sweeps"
28365,1010,NUR ENTERPRISES ( RACKET&BANKERZ),6001110000000.0,DETTOL SURFACE CLEANER PINE 1L,9.0,420.0,0.0,420.0,6.0,Household,607,"Cleaner,Sweeps"
41295,1010,NUR ENTERPRISES ( RACKET&BANKERZ),5000150000000.0,DETTOL SURFACE CLEANSER 500ML,0.0,335.0,,335.0,6.0,Household,607,"Cleaner,Sweeps"
76801,1010,NUR ENTERPRISES ( RACKET&BANKERZ),5052200000000.0,HARPIC +BATHROOM CLEANER 700+450ML,28.0,1325.0,0.0,1325.0,6.0,Household,607,"Cleaner,Sweeps"
67955,1010,NUR ENTERPRISES ( RACKET&BANKERZ),8964000000000.0,HARPIC B/C+T/C 2X1L,2.0,2098.0,0.0,2098.0,6.0,Household,607,"Cleaner,Sweeps"
